Segment_ID,State,County,Road_Type,Functional_Class,AADT,Truck_Percent,Speed_Limit,Lane_Count,Shoulder_Width_ft,Pavement_Type,Pavement_Age_yrs,Roughness_IRI,Rutting_mm,Faulting_mm,Cracking_Percent,Structural_Capacity,Surface_Distress_Index,Maintenance_History,Last_Maintenance_Year,Climate_Zone,Precipitation_mm,Freezing_Days,PCI,Rehabilitation_Cost_USD,Years_Since_Last_Rehab
589,FL,Duval,State Highway,Principal Arterial,78487,14.59,45,1,9,Composite,7,201.42,10.06,8.9,57.5,3.35,91.89,Patch,1990,Temperate,1269.66,107,51.03,130967.99,35
590,NY,Bexar,Urban,Local,18438,8.63,35,1,7,Composite,15,222.97,11.68,2.45,88.99,4.11,40.06,Resurface,1994,Temperate,1223.81,20,13.02,127506.5,31
591,WA,Harris,State Highway,Principal Arterial,49515,19.86,25,1,7,Concrete,47,145.77,18.4,7.3,65.09,1.37,19.23,None,1992,Cold,409.79,47,45.22,236825.56,33
592,GA,Cook,State Highway,Collector,6744,21.96,70,3,6,Asphalt,44,267.27,0.98,8.11,47.52,1.69,27.07,None,2016,Continental,1225.98,7,9.08,710674.68,9
593,NY,Harris,Urban,Collector,84820,15.91,35,2,2,Composite,14,192.08,11.47,8.59,85.46,1.05,85.4,Patch,2011,Tropical,503.15,27,4.91,358894.09,14
594,FL,Harris,Rural,Principal Arterial,43417,24.63,65,2,10,Asphalt,0,159.88,17.07,9.92,47.14,3.37,57.16,Patch,2007,Arid,1394.69,79,85.72,428808.47,18
595,FL,Harris,Interstate,Principal Arterial,8069,14.01,55,3,10,Concrete,21,66.81,4.84,2.94,86.86,4.55,45.5,Resurface,2005,Continental,972.89,9,20.51,533747.4,20
596,FL,Bexar,Rural,Collector,43359,15.27,65,1,10,Asphalt,2,166.17,17.53,7.1,29.16,3.68,14.96,Reconstruction,1991,Tropical,1727.82,51,57.52,57147.3,34
597,NY,Harris,Urban,Local,20799,24.78,55,1,9,Composite,37,255.18,0.38,1.15,12.88,4.93,44.97,None,2002,Cold,1600.88,14,14.9,66501.61,23
598,OH,Fulton,Interstate,Collector,71188,9.63,55,5,11,Composite,13,203.64,14.65,4.07,85.53,1.25,27.85,Reconstruction,2005,Tropical,1503.89,3,26.25,729675.71,20
599,FL,Bexar,Urban,Local,8597,23.85,65,4,4,Composite,35,258.04,18.66,8.48,58.74,4.61,94.32,Resurface,1997,Temperate,1461.33,89,36.13,949746.36,28
600,IL,Fulton,Urban,Principal Arterial,48093,5.86,65,2,2,Composite,17,173.5,13.14,3.68,88.91,4.26,88.41,None,1997,Arid,1208.88,78,14.37,556613.11,28
601,NY,Bexar,State Highway,Principal Arterial,38226,13.93,35,2,9,Composite,46,79.62,8.78,5.91,93.78,2.26,8.39,Resurface,1999,Arid,310,99,4.6,114854.15,26
602,GA,Duval,Interstate,Local,73127,6.4,70,2,8,Composite,40,53.41,0.9,5.04,5.36,4.89,51.67,Patch,2022,Temperate,1379.88,95,87.72,284015.03,3
603,FL,Orange,State Highway,Principal Arterial,78362,19.58,70,4,6,Concrete,17,125.8,18.4,6.46,50.1,2.15,22.51,Resurface,2020,Continental,1040.46,61,1.18,423782.44,5
604,IL,King,Interstate,Local,27417,17.17,65,5,11,Concrete,2,224.5,9.41,9.73,37.5,4.56,41.08,Patch,2001,Temperate,1045.2,106,6.13,1269006.6,24
605,OH,Harris,Urban,Minor Arterial,19693,19.13,35,4,8,Concrete,9,247.56,0.58,0.56,62.59,4.52,87.68,Reconstruction,1998,Arid,882.24,101,80.51,1045968.14,27
606,TX,Duval,Urban,Collector,80674,12.49,70,1,11,Asphalt,48,123.94,13.8,5.74,79.36,4.03,52.75,None,1998,Cold,1872.33,3,28.2,101602.22,27
607,OH,Orange,Rural,Minor Arterial,54161,12.39,35,1,5,Asphalt,38,173.91,9.64,8.63,28.06,3.25,33.42,None,2007,Continental,649.01,40,72.28,227706.81,18
608,GA,King,Interstate,Local,3169,5.91,35,2,10,Concrete,46,155.28,2.49,4.81,55.68,1.48,20.79,Reconstruction,2019,Tropical,769.87,72,14.62,465878.02,6
609,FL,Cuyahoga,State Highway,Collector,85092,12,55,3,11,Asphalt,0,152.63,4.29,0.79,70.87,3.13,80.03,Patch,2021,Cold,1933.47,98,23.73,282793.27,4
610,GA,Cook,Rural,Local,23052,23.59,70,2,3,Asphalt,26,107.84,1.29,5.61,13.44,2.43,62.45,None,2012,Continental,1658.28,54,57.28,316847.96,13
611,NY,Fulton,Rural,Collector,72849,12.58,70,3,10,Composite,26,84.09,11.49,3.32,81.41,4.17,46.81,Resurface,2000,Arid,225.36,27,98.86,615253.35,25
612,CA,Cuyahoga,Rural,Collector,74851,21.63,55,4,10,Composite,10,99.17,12.44,1.55,60.61,4.03,21.75,Patch,2009,Arid,1830.99,100,7.34,226066.61,16
613,FL,Bexar,State Highway,Collector,9036,21.85,65,1,6,Asphalt,48,63.83,10.11,8.49,94.95,4.64,33.42,None,2008,Cold,607.97,46,40.06,151147.96,17
614,CA,King,Rural,Collector,32778,12.46,55,3,2,Asphalt,4,99.53,16.34,5.22,33.95,1.06,95.98,Resurface,2015,Continental,1470.68,8,4.31,266218.67,10
615,IL,Cuyahoga,State Highway,Local,28734,17.64,70,4,8,Concrete,6,52.3,17.22,9.33,10.81,4.24,52.01,Resurface,1999,Tropical,1195.53,1,19.92,741896.5,26
616,TX,Cook,Rural,Collector,24173,6.91,70,1,11,Asphalt,18,206.81,12.31,8.06,50.65,4.75,40.07,None,2013,Tropical,1166.26,66,90.75,260729.4,12
617,WA,Duval,State Highway,Collector,31403,7.07,65,3,11,Composite,28,129.09,0.26,6.93,8.58,4.16,52.14,Reconstruction,2002,Temperate,1492.26,116,9.65,543565.45,23
618,GA,King,Urban,Minor Arterial,67321,5.97,55,2,5,Asphalt,14,293.29,13.9,0.05,96.95,1.52,77.9,Reconstruction,2023,Cold,572.93,107,85.69,117991.8,2
619,OH,Cuyahoga,Urban,Principal Arterial,72675,16.62,25,2,10,Concrete,34,98.43,8.36,4.28,3.87,1.33,34.01,None,2018,Continental,486.25,47,17.78,114828.62,7
620,TX,Fulton,Urban,Principal Arterial,7344,13.52,25,2,7,Composite,46,136.46,11.31,1.97,75.35,1.08,17.87,Resurface,1996,Cold,1373.44,68,86.18,402751.57,29
621,FL,Fulton,Urban,Minor Arterial,19800,15.96,65,4,4,Composite,36,139.46,12.98,9.11,52.51,3.51,58.49,Reconstruction,2019,Tropical,723.04,73,53.8,527981.56,6
622,CA,Orange,Urban,Minor Arterial,26372,15.42,55,2,7,Composite,11,52.11,7,1.75,36.86,3.52,66.52,Reconstruction,2006,Continental,1953.11,27,87.82,386333.25,19
623,OH,Cuyahoga,Rural,Local,62516,12,55,5,11,Composite,29,259.8,18.34,2.86,6.58,4.95,71.27,Reconstruction,2002,Arid,1012.72,78,15.17,454546.39,23
624,CA,Harris,Rural,Local,21538,18.55,35,1,7,Asphalt,19,58,2.68,5.17,62.22,2.59,88.2,Patch,2013,Arid,400.87,13,76.2,244215.59,12
625,NY,Cuyahoga,Rural,Local,64918,20.17,70,4,6,Concrete,36,285.04,13.43,2.63,58.52,2.33,37.12,Reconstruction,2020,Continental,1434.47,45,68.07,1060719.71,5
626,CA,Duval,State Highway,Minor Arterial,15973,5.29,45,2,3,Asphalt,2,273.02,0.09,2.1,28.09,3.5,7.54,None,2016,Cold,751.09,86,54.29,544612.8,9
627,NY,King,State Highway,Minor Arterial,72155,9.14,65,1,11,Asphalt,8,183.88,18.49,5.99,91.02,4.3,95.83,None,2010,Cold,467.46,12,81.06,126018.65,15
628,IL,King,State Highway,Collector,60500,19.26,45,3,11,Composite,40,185.9,2.25,0.89,30.41,4.75,43.5,Patch,1990,Arid,961.08,15,64.83,645551.53,35
629,OH,Duval,State Highway,Local,37575,12.73,45,2,3,Concrete,38,213.44,1.9,0.58,44.97,4.21,62.33,Patch,2004,Arid,1935.6,93,87.7,239521.19,21
630,OH,Cuyahoga,Urban,Local,43261,18.25,65,1,8,Composite,25,146.76,6.66,3.72,54.38,2.71,66.63,None,1992,Tropical,940.58,39,38.11,240689.21,33
631,WA,Duval,Urban,Local,28716,11.94,55,5,3,Asphalt,1,211.81,7.47,7.21,10.02,3.54,54.65,Patch,1995,Continental,825.2,71,58.99,400656.25,30
632,FL,Cook,Urban,Principal Arterial,4236,12.82,65,3,7,Asphalt,22,61.19,4.29,5.55,93.22,4.43,20.53,Reconstruction,2003,Cold,1000.12,80,87.06,722073.61,22
633,NY,Bexar,Interstate,Collector,16848,8.17,45,5,6,Composite,22,63.51,11.7,4.23,37.45,2.96,75.51,Resurface,2022,Tropical,221.81,29,21.48,799660.8,3
634,WA,Duval,Rural,Local,3352,10.16,70,1,5,Asphalt,20,164.31,8.86,5.66,8.08,1.87,80.38,Resurface,1997,Cold,439.58,80,48.57,263887.37,28
635,CA,Fulton,State Highway,Local,2932,17.11,70,5,8,Asphalt,15,187.41,0.68,3.65,38.73,1.68,55.3,Resurface,2015,Arid,1729.41,98,96.07,1173663.57,10
636,CA,Duval,State Highway,Local,77449,13.66,70,1,9,Composite,8,271.95,6.39,9.36,60.02,1,48.86,None,2004,Continental,1960.46,64,47.36,144129.91,21
637,WA,King,Urban,Principal Arterial,9556,20.49,55,1,5,Asphalt,12,76.17,16.21,0.55,51.37,3.87,11.39,Patch,2003,Temperate,484.29,112,25.28,275884.8,22
638,OH,Fulton,State Highway,Principal Arterial,87836,22.05,25,5,2,Concrete,27,255.66,13.79,6.73,69.45,1.44,8.4,Resurface,2009,Continental,1163.93,57,35.11,604171.42,16
639,CA,King,State Highway,Minor Arterial,6498,15.83,65,1,2,Composite,26,102.51,14.5,8.91,5.55,1.98,33.96,Reconstruction,2008,Temperate,1939.4,87,88.51,291747.16,17
640,GA,Orange,Rural,Collector,77118,20.17,70,2,2,Concrete,16,148.52,13.96,8.04,28.45,2.19,31.08,Reconstruction,2022,Tropical,481.85,47,95.49,483601.69,3
641,IL,Harris,Urban,Minor Arterial,51098,11.14,65,1,2,Asphalt,37,129.15,6.22,1.84,81.92,3.24,95.37,Reconstruction,2013,Temperate,535.36,48,95.01,297668.71,12
642,IL,King,Rural,Collector,65386,13.3,70,4,6,Asphalt,35,150.04,1.99,2.96,7.99,2.59,78.36,Patch,1999,Temperate,1868.27,88,69.89,253904.62,26
643,GA,Fulton,Interstate,Principal Arterial,10569,19.26,55,1,5,Composite,0,87.62,5.45,7.17,85.55,3.7,65.99,Resurface,2023,Tropical,1470.24,1,50.96,118509.01,2
644,WA,Orange,Interstate,Local,57882,12.72,25,4,10,Asphalt,17,175.89,16.64,0.84,9.19,1.22,51.76,Reconstruction,2005,Continental,473.54,88,18.27,941264.26,20
645,GA,King,Interstate,Minor Arterial,71393,16.77,25,1,4,Composite,8,250.41,19.61,8.12,83.45,1.5,16.74,Patch,2004,Tropical,908.29,13,12.32,280562.43,21
646,NY,Cook,Urban,Local,1340,8.71,70,1,8,Composite,12,160.38,9.88,7.19,36.08,3,97.85,Reconstruction,2007,Arid,301.29,102,5.98,57192.7,18
647,NY,Duval,State Highway,Minor Arterial,44949,17,55,5,9,Composite,39,172.65,0.19,7.3,61.22,2.35,37.5,Resurface,1996,Arid,978.81,114,1.77,250011.62,29
648,WA,Harris,Urban,Principal Arterial,83302,22.23,35,2,7,Composite,44,262.19,2.8,1,15.29,2.18,10.69,Resurface,2011,Temperate,1600.22,96,87.81,228121.31,14
649,GA,King,Urban,Principal Arterial,63443,22.37,65,2,11,Composite,14,226.51,6.44,7.18,6.62,1.27,49.38,Resurface,2021,Tropical,1197.15,16,80.91,526389.34,4
650,NY,Orange,State Highway,Principal Arterial,75027,19.49,65,3,2,Concrete,42,172.61,11.57,6.8,21.59,4.58,87.4,Resurface,2008,Tropical,1365.4,30,56.78,725364.83,17
651,OH,Cook,Rural,Minor Arterial,1138,19.92,45,5,9,Composite,43,114.42,1.5,8.31,12.79,3.77,88.73,Resurface,1990,Tropical,788.28,9,99.87,675346.83,35
652,GA,Cuyahoga,Interstate,Collector,1358,16.16,55,5,11,Concrete,45,271.23,18.87,0.42,31.24,1.49,1.1,Reconstruction,2024,Continental,490.51,69,95.31,252514.08,1
653,OH,Orange,Rural,Minor Arterial,76250,16.69,45,2,4,Asphalt,3,194.26,7.3,0.23,51.44,1.26,88.63,Resurface,1994,Cold,223.61,102,65.51,377352.87,31
654,NY,Duval,Interstate,Collector,86376,7.67,70,5,9,Composite,32,105.29,18.25,3.73,58.88,4.9,27.15,Reconstruction,2001,Cold,1678.36,88,46.46,547444.34,24
655,IL,Orange,Urban,Minor Arterial,31654,13.88,45,2,5,Asphalt,23,117.28,15.61,1.49,78.99,3.72,3.9,Resurface,2001,Cold,1345.98,101,15.22,472804.46,24
656,NY,Cook,Interstate,Minor Arterial,26879,14.02,25,5,9,Composite,35,250.78,15.11,5.58,65.62,2.67,84.78,Reconstruction,2010,Continental,612.78,36,51.56,807937.08,15
657,OH,Orange,Urban,Principal Arterial,82532,24.17,65,1,2,Concrete,40,61.04,12.13,9.17,60.88,3.81,86.39,Resurface,2008,Tropical,953.18,63,15.77,219650.48,17
658,TX,Cook,Rural,Local,56778,13.62,45,2,4,Concrete,9,298.02,12.54,3.91,41.18,4.03,59.62,Reconstruction,1998,Cold,1642.6,29,39.85,526154.41,27
659,FL,King,Urban,Local,38772,15.99,25,2,7,Concrete,35,82.59,12.76,8.45,47.38,4.12,57.44,Resurface,2021,Tropical,1169.66,33,94.26,367879.9,4
660,CA,Bexar,Rural,Collector,59478,15.67,55,4,10,Asphalt,19,249.02,12.57,0,41.45,2.91,81.31,Patch,2024,Temperate,740.29,17,34.2,535955.54,1
661,GA,Cook,State Highway,Local,65353,17.74,45,5,3,Composite,40,148.69,11.07,1.69,84.22,2.72,78.63,Reconstruction,2020,Cold,680.93,87,15.28,1211929.43,5
662,TX,Cook,State Highway,Minor Arterial,27762,19.96,70,5,2,Asphalt,44,173.05,19.73,0.3,23,1.04,89.01,Patch,2021,Temperate,591.71,62,58.24,581484.05,4
663,NY,Harris,State Highway,Minor Arterial,14283,9.5,70,2,11,Concrete,43,270.16,14.65,3.28,0.57,4.71,55.27,Reconstruction,2021,Continental,1682.71,48,60.24,545759.41,4
664,IL,Cook,Urban,Principal Arterial,64922,15.57,70,1,4,Asphalt,10,153.23,15.54,9.08,65.13,3.41,96.76,Reconstruction,2019,Arid,1247.35,55,19.38,67856.91,6
665,WA,Cook,State Highway,Principal Arterial,40420,21.52,65,1,5,Concrete,11,184.37,17.45,0.97,20.25,1.81,99.61,Reconstruction,2021,Continental,1476.48,90,19.66,258867.16,4
666,NY,Cuyahoga,Interstate,Local,56568,14.26,45,1,6,Concrete,17,62.32,4.31,6.06,89.01,4.68,11.65,None,1991,Continental,1748.22,57,98.95,72888.93,34
667,IL,Bexar,Rural,Collector,86090,10.57,55,5,4,Concrete,29,50.59,1.68,4.51,85.9,4.66,84.95,Resurface,2000,Continental,1976.35,26,24.33,320171.23,25
668,FL,King,Rural,Local,21219,18.09,45,4,11,Composite,43,111.2,9.66,9.38,7.67,4.96,49.98,Patch,2009,Cold,649.07,54,83.82,563256.94,16
669,NY,Duval,Interstate,Local,58169,21.48,65,2,3,Composite,47,220.15,10.28,1.23,10.64,4.5,38.76,Patch,1998,Temperate,525.62,102,47.03,578274.68,27
670,OH,Harris,Urban,Local,75965,6.26,25,3,3,Concrete,36,80.32,16.58,2.12,49.52,4.99,61.31,Reconstruction,2008,Cold,1031.6,84,43.5,887614.54,17
671,WA,Cuyahoga,Urban,Local,47840,20.54,65,4,8,Asphalt,19,78.44,8.88,0.3,60.92,1.98,5.6,Patch,1996,Arid,263.13,18,29.5,402070.5,29
672,IL,Fulton,Rural,Minor Arterial,45695,21.43,70,3,10,Asphalt,24,152.74,11.42,4.34,27.49,4.37,50.65,Patch,1994,Continental,1625.09,102,77.38,261478.17,31
673,IL,Bexar,State Highway,Collector,85754,14.23,25,4,11,Composite,11,211.96,10.54,2.78,71.68,4.29,87.09,Patch,2013,Tropical,1790.77,22,88.07,552953.33,12
674,IL,King,Urban,Minor Arterial,78988,24.67,70,1,3,Concrete,20,228.02,0.76,8.7,59.49,1.92,21.35,Patch,1996,Arid,1434.87,102,26.11,134271.71,29
675,FL,King,Urban,Collector,59342,20.73,35,5,8,Asphalt,24,94.61,12.3,6.05,32.48,1.39,42.64,None,2000,Temperate,682.39,111,9.51,1199491.1,25
676,NY,Fulton,Interstate,Principal Arterial,19951,20.47,65,3,8,Concrete,10,69.9,16.56,6.14,2.54,4.92,93.95,Reconstruction,1998,Arid,421.68,107,13.69,482999.27,27
677,FL,Duval,Interstate,Local,2307,19.96,65,4,8,Asphalt,8,285.1,3.15,5.32,75.02,2.18,42.86,Patch,2019,Cold,887.86,46,79.28,979883.59,6
678,GA,Cook,State Highway,Minor Arterial,81388,8.01,55,5,4,Composite,49,115.17,11.89,0.92,21.48,4.48,35.84,None,1992,Tropical,1700,78,43.58,1185891.37,33
679,CA,Cuyahoga,Urban,Collector,36428,9.34,45,3,8,Concrete,24,263.34,11.87,4.45,83.45,1.02,44.05,None,2011,Cold,826.09,106,13.19,583732.82,14
680,CA,Orange,Urban,Principal Arterial,76774,14.28,25,2,2,Concrete,34,265.87,3.28,10,42.03,1.08,51.95,Reconstruction,2009,Continental,261.66,65,34.03,516756.05,16
681,GA,Harris,Interstate,Principal Arterial,39975,10.28,25,4,11,Asphalt,31,243.13,2.47,8.35,57.71,2.86,63.2,Resurface,2021,Continental,693.7,98,51.42,395647.75,4
682,NY,Orange,Urban,Local,2140,13.3,55,2,2,Asphalt,48,92.21,19.6,8.93,87.29,1.95,80.07,Resurface,1996,Arid,1981.9,50,85.21,180905.25,29
683,OH,Fulton,Rural,Collector,25842,22.77,55,1,6,Asphalt,13,255.45,7.87,8.23,86.36,3.76,45.21,Resurface,1996,Continental,1418,83,64.17,237662.56,29
684,FL,King,Interstate,Minor Arterial,27421,21.49,45,2,3,Concrete,0,242.31,4.55,1.03,37.15,3.26,81.75,Patch,2009,Continental,1821.54,27,17.6,222398.53,16
685,WA,Duval,State Highway,Local,2708,17.6,70,2,10,Composite,16,199.18,3.43,2.27,20.89,1.31,53.37,Reconstruction,2014,Temperate,1594.76,56,15.87,101397.19,11
686,IL,King,Interstate,Minor Arterial,4630,22.16,45,4,8,Composite,24,134.3,13.35,0.03,77.51,1.65,33.85,Resurface,2024,Temperate,1171.47,57,41.23,1111960.17,1
687,IL,Harris,Urban,Principal Arterial,20595,20.68,65,1,5,Asphalt,7,115.63,12.19,3.04,43.31,2.55,65.8,Patch,2013,Cold,467.64,14,7.52,205734.26,12
688,NY,King,State Highway,Minor Arterial,77021,13.58,70,2,5,Composite,4,80.47,12.87,1.09,19.2,1.74,71.77,Reconstruction,2002,Cold,827.56,15,75.56,322468.85,23
689,OH,King,Interstate,Minor Arterial,29308,9.02,35,5,3,Asphalt,4,177.44,1.76,4.73,90.44,4.17,55.8,Patch,1993,Temperate,1250.73,96,40.15,1157170.64,32
690,CA,Harris,Rural,Local,45789,15.28,45,3,6,Composite,40,196.32,17.87,6.77,19.81,2.66,5.66,Resurface,2001,Arid,1767.14,46,34.3,399998.8,24
691,CA,Cuyahoga,Rural,Minor Arterial,56690,19.72,55,2,5,Concrete,34,139.83,7.79,8.75,2.58,1.37,16.99,Resurface,2006,Temperate,683.62,62,50.91,576833.03,19
692,IL,Cuyahoga,Interstate,Local,27086,13.73,70,1,2,Asphalt,18,168.84,6.27,7.49,2.03,2.94,28.53,None,1990,Cold,418.21,11,70.9,67155.07,35
693,NY,Harris,Rural,Principal Arterial,17859,18.34,45,2,9,Composite,22,140.88,9.25,9.39,62.23,1.36,28.26,None,2006,Tropical,1205.9,102,56.93,420474.1,19
694,FL,Duval,Rural,Local,8684,6.89,25,3,4,Concrete,8,210.25,7.8,0.54,66.17,1.52,67.34,Reconstruction,1991,Continental,517.7,102,80.24,732967.11,34
695,CA,Fulton,Rural,Local,2207,19.96,35,1,7,Composite,29,275.31,17.27,0.12,31.1,1.96,1.83,Patch,1995,Tropical,1298.65,42,62.94,167281.48,30
696,FL,Bexar,State Highway,Collector,47099,21.25,65,4,5,Concrete,49,90.98,18.59,6.61,32,4.44,75.57,Patch,2000,Tropical,674.34,83,78.8,954968.36,25
697,OH,King,Rural,Minor Arterial,68496,19.14,25,1,10,Concrete,15,145.35,6.07,2.89,33.95,4.7,26.53,Resurface,2007,Continental,615.73,28,69.68,281727.6,18
698,CA,Duval,Rural,Principal Arterial,67093,24.35,25,4,8,Composite,32,85.22,17.28,2.54,68.02,4.31,31,Resurface,2014,Temperate,918.53,106,19.31,943993.9,11
699,CA,King,Rural,Local,30689,21.53,35,1,10,Composite,1,206.24,15.63,3.31,5.81,2.34,52.79,Reconstruction,2017,Arid,1267.75,48,5.24,127341.72,8
700,TX,Bexar,State Highway,Principal Arterial,49651,23.06,65,3,11,Concrete,13,232.22,18.62,2.7,92.91,2.09,21.59,None,2005,Tropical,1181.57,2,90.34,571384.78,20
701,CA,Fulton,Interstate,Collector,14893,23.67,55,3,4,Concrete,45,282.98,4.92,5.11,22.25,3.2,88.45,Resurface,2001,Arid,640.52,111,94.57,833702.64,24
702,GA,Cuyahoga,Urban,Minor Arterial,67418,21.03,70,1,2,Concrete,0,119.72,11.54,4.4,99.97,3.89,8.54,Patch,2018,Cold,1804.01,68,72.69,162274.43,7
703,WA,Duval,Rural,Local,61011,18.49,65,2,6,Asphalt,25,287.55,5.49,5.12,17.15,4.97,44.44,Resurface,2012,Tropical,397.79,59,72.42,440849.25,13
704,GA,Cook,Interstate,Minor Arterial,39635,5.11,45,3,4,Concrete,24,65.82,16.48,6.73,77.15,1.53,84.94,None,2010,Cold,271.04,65,27.01,499136.04,15
705,NY,Cook,Rural,Collector,57115,14.32,25,4,7,Asphalt,15,200.75,0.11,3.87,22.34,1.2,61.58,Patch,2005,Temperate,1284.87,86,54.24,321344.16,20
706,NY,Bexar,State Highway,Collector,79405,16.42,45,4,9,Concrete,14,64.28,11.3,2.51,8.08,3.78,29.23,None,2015,Tropical,422.13,89,99.22,258597.64,10
707,FL,Cook,Interstate,Principal Arterial,73702,11.08,55,5,5,Asphalt,25,273.44,6.78,1.66,87.49,4.33,42.08,Reconstruction,2011,Cold,1108.8,25,85.61,1440342.45,14
708,GA,Cuyahoga,State Highway,Local,79518,11.36,45,4,6,Concrete,46,182.45,6.45,3.49,85.88,4.39,70.67,Reconstruction,1999,Cold,1913.19,70,30.44,812541.77,26
709,GA,Bexar,Rural,Principal Arterial,73805,24.22,65,5,6,Concrete,43,217.34,12.9,7.42,40.36,3.71,97.33,None,1996,Temperate,1457.44,73,30.1,379768.64,29
710,GA,Cuyahoga,Rural,Collector,59954,22.83,45,1,5,Concrete,15,257.89,17.03,7.57,70.24,4.82,89.31,Patch,1998,Arid,1311.42,68,48.36,264359.64,27
711,OH,Fulton,State Highway,Minor Arterial,29064,21.98,55,1,5,Composite,13,87.58,12.18,6.67,55.71,3.04,34.24,None,2014,Arid,1234.65,46,40.46,180673.28,11
712,CA,King,Urban,Principal Arterial,80063,13.12,55,1,5,Composite,28,59.65,17.06,2.34,85.3,4.66,99.82,Resurface,2004,Tropical,523.17,75,37.12,242983.03,21
713,WA,Fulton,State Highway,Principal Arterial,3454,5.27,55,2,5,Concrete,23,269.72,5.29,5.88,31.51,4.87,0.35,Resurface,2002,Temperate,978.77,95,62.7,163378.1,23
714,FL,Fulton,Rural,Minor Arterial,21878,6.6,65,2,5,Asphalt,46,128.73,10.39,5.71,52.37,4.39,2.76,None,2015,Tropical,816.54,41,1.15,553455.22,10
715,GA,Cuyahoga,State Highway,Principal Arterial,52098,11.24,55,5,6,Asphalt,14,82.24,9.01,4.84,48.54,2.24,82.38,Resurface,2010,Arid,1915.53,30,76.33,988169.3,15
716,GA,Bexar,Urban,Minor Arterial,63154,5.31,25,4,3,Concrete,18,167.12,0.23,5.5,35.39,1.78,19.95,None,2012,Temperate,636.18,21,74.01,938260.68,13
717,TX,Bexar,State Highway,Local,13991,5.34,55,4,3,Composite,7,199.58,11.14,4.92,89.15,3.19,6.08,Resurface,2017,Continental,1048.73,16,83.03,231379.69,8
718,FL,Cook,Urban,Minor Arterial,69344,23.33,45,1,10,Asphalt,33,57.74,13.23,5.65,16.59,2.81,23.71,None,2001,Temperate,1888.54,83,84.15,128826.23,24
719,GA,Orange,Urban,Local,37593,19.12,70,3,3,Composite,1,118.72,11.84,7.16,14.95,4.51,42.61,Resurface,2013,Temperate,1620.53,19,56.64,350584.06,12
720,FL,King,State Highway,Minor Arterial,37304,11.18,45,2,7,Asphalt,26,58.2,14.73,1.1,57.69,1.4,73.06,Patch,2002,Continental,1936.13,106,78.01,574797.5,23
721,CA,Cuyahoga,State Highway,Collector,31386,7.65,70,2,3,Concrete,9,155.08,11.43,7.5,65.75,2.03,62.43,Patch,1991,Cold,1294.99,7,49.24,192669.28,34
722,TX,Cook,Interstate,Collector,56220,15.23,45,1,6,Composite,34,273.78,1.34,1.36,19.46,4.01,23.76,Resurface,2001,Cold,800.82,110,95.15,226762.93,24
723,FL,Duval,Rural,Local,70338,5.11,65,2,5,Asphalt,22,295.66,2.33,0.67,39.07,1.38,50.33,None,2003,Cold,1687.97,97,19.07,121376.77,22
724,WA,Orange,Urban,Local,22083,23.77,45,1,8,Concrete,48,209.26,11.93,9.76,94.66,2.28,92.62,Resurface,2019,Arid,724.62,48,91.56,99421.02,6
725,WA,Orange,Interstate,Collector,19354,13.3,65,5,8,Concrete,7,90.41,5.5,9.57,24.66,2.55,81.5,Reconstruction,2008,Temperate,496.59,86,25.85,673246.69,17
726,NY,Cuyahoga,State Highway,Local,23190,13.05,65,4,7,Concrete,27,276.46,1.59,0.6,66.84,3.49,32.32,Reconstruction,2020,Continental,1471.32,37,10.27,994505.85,5
727,TX,Harris,Rural,Minor Arterial,7142,12.81,55,3,11,Composite,22,179.06,8.59,4.43,74.01,1.63,98.23,None,2014,Arid,1350.12,52,43.91,742482.44,11
728,TX,King,Interstate,Minor Arterial,29398,6.39,25,4,6,Composite,3,88.44,11.09,1.86,44.81,4.44,70.86,Resurface,1993,Continental,1782.11,27,61.49,1152601.86,32
729,NY,Orange,Urban,Collector,52971,17.77,70,4,2,Concrete,13,280.43,6.57,4.85,93.75,2.79,6.24,Resurface,2002,Arid,1931.46,76,23.1,1116767.5,23
730,FL,Cuyahoga,Interstate,Principal Arterial,42862,19.66,55,5,4,Composite,41,239.37,14.41,8.3,73.67,4.67,3.52,Patch,1992,Arid,1742.96,28,55.58,351893.24,33
731,TX,Cuyahoga,Urban,Minor Arterial,54410,18.52,55,2,10,Asphalt,28,232.93,12.88,9.51,45.79,2.87,16.84,None,2005,Arid,308.04,71,80.79,514933.86,20
732,WA,Cook,State Highway,Local,20503,7.77,65,3,2,Concrete,0,227.3,6.66,6.34,56.93,2.1,72.79,Reconstruction,2015,Continental,1396.12,10,25.71,488380.18,10
733,WA,Duval,Rural,Principal Arterial,49456,16.58,65,2,6,Concrete,3,100.08,15.1,3.54,69.26,1.57,18.37,Reconstruction,2008,Tropical,1612.52,46,58.03,532943.05,17
734,GA,Harris,Rural,Principal Arterial,83035,16.39,70,4,3,Composite,31,102.75,12.97,6.03,59.22,1.01,51.15,None,2004,Arid,1967.47,44,33.93,289286.25,21
735,CA,King,Rural,Minor Arterial,9016,22.37,45,1,5,Concrete,32,222.07,12.75,3.12,87.87,3.13,9.33,Reconstruction,2021,Cold,874.39,17,52.98,255692.28,4
736,TX,Bexar,State Highway,Minor Arterial,3384,12.58,45,4,2,Asphalt,48,104.93,11.07,9.1,35.69,1.43,92.09,None,2010,Temperate,505.79,49,66.69,359642.52,15
